pinCode,stateId,stateName,districtId,districtName,cityId,cityName,countryName,status,createdDate,updatedDate
100018,0001,Andhra Pradesh,2,Chittoor,0003,Tirupati,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100019,0001,Andhra Pradesh,2,Chittoor,0003,Tirupati,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100020,0001,Andhra Pradesh,2,Chittoor,0003,Tirupati,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100021,0001,Andhra Pradesh,2,Chittoor,0004,Puttur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100022,0001,Andhra Pradesh,2,Chittoor,0004,Puttur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100023,0001,Andhra Pradesh,2,Chittoor,0004,Puttur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100024,0001,Andhra Pradesh,2,Chittoor,0005,Satyavedu,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100025,0001,Andhra Pradesh,2,Chittoor,0005,Satyavedu,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100026,0001,Andhra Pradesh,2,Chittoor,0005,Satyavedu,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100027,0001,Andhra Pradesh,3,Cuddapah,0001,Cuddapah,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100028,0001,Andhra Pradesh,3,Cuddapah,0001,Cuddapah,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100029,0001,Andhra Pradesh,3,Cuddapah,0001,Cuddapah,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100030,0001,Andhra Pradesh,3,Cuddapah,0002,Rajampet,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100031,0001,Andhra Pradesh,3,Cuddapah,0002,Rajampet,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100032,0001,Andhra Pradesh,3,Cuddapah,0002,Rajampet,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100033,0001,Andhra Pradesh,3,Cuddapah,0003,Palamaner,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100034,0001,Andhra Pradesh,3,Cuddapah,0003,Palamaner,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100035,0001,Andhra Pradesh,3,Cuddapah,0003,Palamaner,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100036,0001,Andhra Pradesh,3,Cuddapah,0004,Jammalamadugu,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100037,0001,Andhra Pradesh,3,Cuddapah,0004,Jammalamadugu,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100038,0001,Andhra Pradesh,3,Cuddapah,0004,Jammalamadugu,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100039,0001,Andhra Pradesh,4,East Godavari,0001,Rajamundry,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100040,0001,Andhra Pradesh,4,East Godavari,0001,Rajamundry,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100041,0001,Andhra Pradesh,4,East Godavari,0001,Rajamundry,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100042,0001,Andhra Pradesh,4,East Godavari,0002,Kakinada,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100043,0001,Andhra Pradesh,4,East Godavari,0002,Kakinada,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100044,0001,Andhra Pradesh,4,East Godavari,0002,Kakinada,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100045,0001,Andhra Pradesh,4,East Godavari,0003,Amalapuram,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100046,0001,Andhra Pradesh,4,East Godavari,0003,Amalapuram,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100047,0001,Andhra Pradesh,4,East Godavari,0003,Amalapuram,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100048,0001,Andhra Pradesh,4,East Godavari,0004,Samalkot,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100049,0001,Andhra Pradesh,4,East Godavari,0004,Samalkot,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100050,0001,Andhra Pradesh,4,East Godavari,0004,Samalkot,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100051,0001,Andhra Pradesh,5,Guntur,0001,Guntur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100052,0001,Andhra Pradesh,5,Guntur,0001,Guntur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100053,0001,Andhra Pradesh,5,Guntur,0001,Guntur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100054,0001,Andhra Pradesh,5,Guntur,0002,Tenali,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100055,0001,Andhra Pradesh,5,Guntur,0002,Tenali,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100056,0001,Andhra Pradesh,5,Guntur,0002,Tenali,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100057,0001,Andhra Pradesh,5,Guntur,0003,Narasaraopet,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100058,0001,Andhra Pradesh,5,Guntur,0003,Narasaraopet,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100059,0001,Andhra Pradesh,5,Guntur,0003,Narasaraopet,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100060,0001,Andhra Pradesh,5,Guntur,0004,Repalle,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100061,0001,Andhra Pradesh,5,Guntur,0004,Repalle,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100062,0001,Andhra Pradesh,5,Guntur,0004,Repalle,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100063,0001,Andhra Pradesh,5,Guntur,0005,Piduguralla,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100064,0001,Andhra Pradesh,5,Guntur,0005,Piduguralla,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100065,0001,Andhra Pradesh,5,Guntur,0005,Piduguralla,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100066,0001,Andhra Pradesh,6,Krishna,0001,Vijayawada,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100067,0001,Andhra Pradesh,6,Krishna,0001,Vijayawada,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100068,0001,Andhra Pradesh,6,Krishna,0001,Vijayawada,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100069,0001,Andhra Pradesh,6,Krishna,0002,Machilipatnam,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100070,0001,Andhra Pradesh,6,Krishna,0002,Machilipatnam,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100071,0001,Andhra Pradesh,6,Krishna,0002,Machilipatnam,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100072,0001,Andhra Pradesh,6,Krishna,0003,Nurpeta,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100073,0001,Andhra Pradesh,6,Krishna,0003,Nurpeta,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100074,0001,Andhra Pradesh,6,Krishna,0003,Nurpeta,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100075,0001,Andhra Pradesh,6,Krishna,0004,Agiripalli,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100076,0001,Andhra Pradesh,6,Krishna,0004,Agiripalli,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100077,0001,Andhra Pradesh,6,Krishna,0004,Agiripalli,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100078,0001,Andhra Pradesh,7,Kurnool,0001,Kurnool,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100079,0001,Andhra Pradesh,7,Kurnool,0001,Kurnool,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100080,0001,Andhra Pradesh,7,Kurnool,0001,Kurnool,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100081,0001,Andhra Pradesh,7,Kurnool,0002,Dhone,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100082,0001,Andhra Pradesh,7,Kurnool,0002,Dhone,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100083,0001,Andhra Pradesh,7,Kurnool,0002,Dhone,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100084,0001,Andhra Pradesh,7,Kurnool,0003,Kodumur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100085,0001,Andhra Pradesh,7,Kurnool,0003,Kodumur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100086,0001,Andhra Pradesh,7,Kurnool,0003,Kodumur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100087,0001,Andhra Pradesh,7,Kurnool,0004,Nandyal,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100088,0001,Andhra Pradesh,7,Kurnool,0004,Nandyal,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100089,0001,Andhra Pradesh,7,Kurnool,0004,Nandyal,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100090,0001,Andhra Pradesh,8,Prakasam,0001,Ongole,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100091,0001,Andhra Pradesh,8,Prakasam,0001,Ongole,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100092,0001,Andhra Pradesh,8,Prakasam,0001,Ongole,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100093,0001,Andhra Pradesh,8,Prakasam,0002,Chirala,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100094,0001,Andhra Pradesh,8,Prakasam,0002,Chirala,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100095,0001,Andhra Pradesh,8,Prakasam,0002,Chirala,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100096,0001,Andhra Pradesh,8,Prakasam,0003,Cumbum,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100097,0001,Andhra Pradesh,8,Prakasam,0003,Cumbum,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100098,0001,Andhra Pradesh,8,Prakasam,0003,Cumbum,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100099,0001,Andhra Pradesh,8,Prakasam,0004,Kandukur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100100,0001,Andhra Pradesh,8,Prakasam,0004,Kandukur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100101,0001,Andhra Pradesh,8,Prakasam,0004,Kandukur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100102,0001,Andhra Pradesh,9,Nellore,0001,Nellore,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100103,0001,Andhra Pradesh,9,Nellore,0001,Nellore,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100104,0001,Andhra Pradesh,9,Nellore,0001,Nellore,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100105,0001,Andhra Pradesh,9,Nellore,0002,Tirupati,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100106,0001,Andhra Pradesh,9,Nellore,0002,Tirupati,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100107,0001,Andhra Pradesh,9,Nellore,0002,Tirupati,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100108,0001,Andhra Pradesh,9,Nellore,0003,Kavali,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100109,0001,Andhra Pradesh,9,Nellore,0003,Kavali,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100110,0001,Andhra Pradesh,9,Nellore,0003,Kavali,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100111,0001,Andhra Pradesh,9,Nellore,0004,Sullurpet,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100112,0001,Andhra Pradesh,9,Nellore,0004,Sullurpet,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100113,0001,Andhra Pradesh,9,Nellore,0004,Sullurpet,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100114,0001,Andhra Pradesh,10,Srikakulam,0001,Srikakulam,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100115,0001,Andhra Pradesh,10,Srikakulam,0001,Srikakulam,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100116,0001,Andhra Pradesh,10,Srikakulam,0001,Srikakulam,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100117,0001,Andhra Pradesh,10,Srikakulam,0002,Amadalavalasa,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100118,0001,Andhra Pradesh,10,Srikakulam,0002,Amadalavalasa,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100119,0001,Andhra Pradesh,10,Srikakulam,0002,Amadalavalasa,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100120,0001,Andhra Pradesh,10,Srikakulam,0003,Narasannapeta,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100121,0001,Andhra Pradesh,10,Srikakulam,0003,Narasannapeta,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100122,0001,Andhra Pradesh,10,Srikakulam,0003,Narasannapeta,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100123,0001,Andhra Pradesh,11,Visakhapatnam,0001,Visakhapatnam,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100124,0001,Andhra Pradesh,11,Visakhapatnam,0001,Visakhapatnam,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100125,0001,Andhra Pradesh,11,Visakhapatnam,0001,Visakhapatnam,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100126,0001,Andhra Pradesh,11,Visakhapatnam,0002,Vizianagaram,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100127,0001,Andhra Pradesh,11,Visakhapatnam,0002,Vizianagaram,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100128,0001,Andhra Pradesh,11,Visakhapatnam,0002,Vizianagaram,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100129,0001,Andhra Pradesh,11,Visakhapatnam,0003,Bheemunipatnam,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100130,0001,Andhra Pradesh,11,Visakhapatnam,0003,Bheemunipatnam,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100131,0001,Andhra Pradesh,11,Visakhapatnam,0003,Bheemunipatnam,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100132,0001,Andhra Pradesh,12,Vizianagaram,0001,Vizianagaram,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100133,0001,Andhra Pradesh,12,Vizianagaram,0001,Vizianagaram,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100134,0001,Andhra Pradesh,12,Vizianagaram,0001,Vizianagaram,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100135,0001,Andhra Pradesh,12,Vizianagaram,0002,Bobbili,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100136,0001,Andhra Pradesh,12,Vizianagaram,0002,Bobbili,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100137,0001,Andhra Pradesh,12,Vizianagaram,0002,Bobbili,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100138,0001,Andhra Pradesh,12,Vizianagaram,0003,Chipurupalle,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100139,0001,Andhra Pradesh,12,Vizianagaram,0003,Chipurupalle,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100140,0001,Andhra Pradesh,12,Vizianagaram,0003,Chipurupalle,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100141,0001,Andhra Pradesh,13,West Godavari,0001,Eluru,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100142,0001,Andhra Pradesh,13,West Godavari,0001,Eluru,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100143,0001,Andhra Pradesh,13,West Godavari,0001,Eluru,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100144,0001,Andhra Pradesh,13,West Godavari,0002,Tanuku,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100145,0001,Andhra Pradesh,13,West Godavari,0002,Tanuku,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100146,0001,Andhra Pradesh,13,West Godavari,0002,Tanuku,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100147,0001,Andhra Pradesh,13,West Godavari,0003,Bhimavaram,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100148,0001,Andhra Pradesh,13,West Godavari,0003,Bhimavaram,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100149,0001,Andhra Pradesh,13,West Godavari,0003,Bhimavaram,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100150,0001,Andhra Pradesh,13,West Godavari,0004,Nidadavole,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100151,0001,Andhra Pradesh,13,West Godavari,0004,Nidadavole,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100152,0001,Andhra Pradesh,13,West Godavari,0004,Nidadavole,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100153,0001,Andhra Pradesh,14,Kadapa,0001,Kadapa,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100154,0001,Andhra Pradesh,14,Kadapa,0001,Kadapa,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100155,0001,Andhra Pradesh,14,Kadapa,0001,Kadapa,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100156,0001,Andhra Pradesh,14,Kadapa,0002,Tirupati,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100157,0001,Andhra Pradesh,14,Kadapa,0002,Tirupati,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100158,0001,Andhra Pradesh,14,Kadapa,0002,Tirupati,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100159,0001,Andhra Pradesh,14,Kadapa,0003,Rajampet,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100160,0001,Andhra Pradesh,14,Kadapa,0003,Rajampet,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100161,0001,Andhra Pradesh,14,Kadapa,0003,Rajampet,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100162,0001,Andhra Pradesh,14,Kadapa,0004,Ramakrishnapatnam,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100163,0001,Andhra Pradesh,14,Kadapa,0004,Ramakrishnapatnam,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100164,0001,Andhra Pradesh,14,Kadapa,0004,Ramakrishnapatnam,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100165,0001,Andhra Pradesh,15,Nandyal,0001,Nandyal,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100166,0001,Andhra Pradesh,15,Nandyal,0001,Nandyal,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100167,0001,Andhra Pradesh,15,Nandyal,0001,Nandyal,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100168,0001,Andhra Pradesh,15,Nandyal,0002,Kodumur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100169,0001,Andhra Pradesh,15,Nandyal,0002,Kodumur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100170,0001,Andhra Pradesh,15,Nandyal,0002,Kodumur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100171,0001,Andhra Pradesh,15,Nandyal,0003,Dhone,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100172,0001,Andhra Pradesh,15,Nandyal,0003,Dhone,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100173,0001,Andhra Pradesh,15,Nandyal,0003,Dhone,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100174,0001,Andhra Pradesh,15,Nandyal,0004,Atmakur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100175,0001,Andhra Pradesh,15,Nandyal,0004,Atmakur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
100176,0001,Andhra Pradesh,15,Nandyal,0004,Atmakur,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200000,0002,Arunachal Pradesh,1,Changlang,0001,Changlang,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200001,0002,Arunachal Pradesh,1,Changlang,0001,Changlang,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200002,0002,Arunachal Pradesh,1,Changlang,0001,Changlang,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200003,0002,Arunachal Pradesh,1,Changlang,0002,Namsai,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200004,0002,Arunachal Pradesh,1,Changlang,0002,Namsai,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200005,0002,Arunachal Pradesh,1,Changlang,0002,Namsai,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200006,0002,Arunachal Pradesh,1,Changlang,0003,Miao,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200007,0002,Arunachal Pradesh,1,Changlang,0003,Miao,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200008,0002,Arunachal Pradesh,1,Changlang,0003,Miao,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200009,0002,Arunachal Pradesh,1,Changlang,0004,Hawai,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200010,0002,Arunachal Pradesh,1,Changlang,0004,Hawai,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200011,0002,Arunachal Pradesh,1,Changlang,0004,Hawai,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200012,0002,Arunachal Pradesh,2,Lohit,0001,Tezu,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200013,0002,Arunachal Pradesh,2,Lohit,0001,Tezu,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200014,0002,Arunachal Pradesh,2,Lohit,0001,Tezu,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200015,0002,Arunachal Pradesh,2,Lohit,0002,Roing,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200016,0002,Arunachal Pradesh,2,Lohit,0002,Roing,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200017,0002,Arunachal Pradesh,2,Lohit,0002,Roing,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200018,0002,Arunachal Pradesh,2,Lohit,0003,Anini,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200019,0002,Arunachal Pradesh,2,Lohit,0003,Anini,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200020,0002,Arunachal Pradesh,2,Lohit,0003,Anini,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200021,0002,Arunachal Pradesh,2,Lohit,0004,Wakro,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200022,0002,Arunachal Pradesh,2,Lohit,0004,Wakro,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200023,0002,Arunachal Pradesh,2,Lohit,0004,Wakro,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200024,0002,Arunachal Pradesh,3,Papum Pare,0001,Itanagar,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200025,0002,Arunachal Pradesh,3,Papum Pare,0001,Itanagar,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200026,0002,Arunachal Pradesh,3,Papum Pare,0001,Itanagar,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200027,0002,Arunachal Pradesh,3,Papum Pare,0002,Naharlagun,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200028,0002,Arunachal Pradesh,3,Papum Pare,0002,Naharlagun,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200029,0002,Arunachal Pradesh,3,Papum Pare,0002,Naharlagun,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200030,0002,Arunachal Pradesh,3,Papum Pare,0003,Kimin,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200031,0002,Arunachal Pradesh,3,Papum Pare,0003,Kimin,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200032,0002,Arunachal Pradesh,3,Papum Pare,0003,Kimin,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200033,0002,Arunachal Pradesh,3,Papum Pare,0004,Seppa,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200034,0002,Arunachal Pradesh,3,Papum Pare,0004,Seppa,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200035,0002,Arunachal Pradesh,3,Papum Pare,0004,Seppa,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200036,0002,Arunachal Pradesh,4,Tirap,0001,Khonsa,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
200037,0002,Arunachal Pradesh,4,Tirap,0001,Khonsa,India,Active,2026-03-03 07:35:23,2026-03-03 07:35:23
